"","username","photosCount","commentsCount","likesCount","fit.cluster"
"141180","timtam10",0,0,3,5
"141186","nuriapanella",0,0,5,5
"141187","seren_dipit_y",0,0,2,5
"141188","pattydonello",0,0,7,5
"141189","asiacycling",0,0,4,5
"141190","poshpopbakeshop",0,0,3,5
"141193","joselimaaa",0,0,2,5
"141194","gibi1981",0,0,4,5
"141195","virtujessica",0,0,6,5
"141196","rebeccacasi",0,0,3,5
"141198","adayinthebite",0,0,3,5
"141199","valentina_baldioli",0,0,9,5
"141201","mku_bo",0,0,2,5
"141205","smirella61",0,0,3,5
"141206","samuelbeer16",0,0,2,5
"141209","evanuvola",0,0,7,5
"141210","feelthewealth987493",0,0,2,5
"141211","candymibrand",0,0,4,5
"141214","cibo_fantasia_amore",0,0,16,5
"141215","nickacaro",0,0,9,5
"141216","chefdomenicograsso",0,0,132,4
"141217","rebeca_salazar",0,0,2,5
"141218","yan8neofashion",0,0,2,5
"141219","habemus_fame_",0,0,51,4
"141224","sarabricchi",0,0,4,5
"141225","ardazd",0,0,10,5
"141226","seleneporcaro",0,0,3,5
"141227","samanthafara",0,0,3,5
"141228","nhamadeh",0,0,2,5
"141229","lizzyleah57",0,0,2,5
"141230","elenug",0,0,2,5
"141231","ornellavanina",0,0,14,5
"141232","tamaisch",0,0,8,5
"141233","gianlucascardamaglia",0,0,9,5
"141234","paolosommariva",0,0,6,5
"141235","heliconius",0,0,3,5
"141241","babypurpy",0,0,8,5
"141246","pienik182",0,0,2,5
"141249","neversaymarmalade",0,0,27,5
"141250","naturaliisma",0,0,3,5
"141251","hotrabbit85",0,0,32,5
"141255","sara_gni",0,0,12,5
"141257","stinnajako",0,0,2,5
"141259","hollymc7y",0,0,3,5
"141260","ilmercatocentrale",0,0,4,5
"141261","tariqalbalushi459",0,0,3,5
"141262","gaia_di_benedetto",0,0,4,5
"141264","asmae1503",0,0,2,5
"141265","barbrachoi",0,0,2,5
"141266","gaialagaia",8,0,23,2
"141267","delmamuarace",0,0,3,5
"141269","ironicmoka",0,0,4,5
"141273","t2talentwo",0,0,5,5
"141276","brenda.leone",0,0,2,5
"141278","alessiaaldeni",0,0,7,5
"141279","ves2068",0,0,8,5
"141281","production3branch3",0,0,2,5
"141285","gails_kitchen",0,0,2,5
"141290","elydauria",0,0,5,5
"141296","eat.drink.travel.enjoy",0,0,11,5
"141300","federicalugaresi",0,0,2,5
"141307","alessiiadibella",0,0,10,5
"141308","rupinaro78",0,0,22,5
"141310","rapavzel",0,0,6,5
"141314","jrfmradionetwork",0,0,2,5
"141316","sara_casula_",0,0,2,5
"141320","bbbiini_0204",0,0,2,5
"141326","amalia_ramaglia",0,0,96,4
"141331","hosteriasaperiesapori",0,0,2,5
"141334","elisabetta_pischedda",0,0,5,5
"141339","louivista",0,0,8,5
"141340","braccialettihandmadewithlove",0,0,3,5
"141342","castaneda.mildred2015",0,0,2,5
"141345","martin_ina",0,0,2,5
"141346","maxine.connor2014",0,0,2,5
"141348","worldwidevalery",0,0,10,5
"141350","franripa",0,0,69,4
"141351","davidetogno",0,0,3,5
"141352","rhianmorris27",0,0,4,5
"141354","coutryfrancy",0,0,3,5
"141355","manuest67",0,0,2,5
"141356","ariscarpellini",0,0,2,5
"141360","walid_nabil",0,0,2,5
"141361","sabatinifederica",0,0,26,5
"141362","semplicementepesce",0,0,2,5
"141364","kelly_a_jones",0,0,2,5
"141371","e.pesca87",0,0,4,5
"141373","laralopalco",0,0,23,5
"141376","ttatabearr",0,0,3,5
"141377","lamagiadelnatale",0,0,9,5
"141381","cristinavallone89",0,0,52,4
"141385","verimed93",0,0,2,5
"141386","the_fitness_dietitian",0,0,7,5
"141388","sale1976",0,0,10,5
"141389","teodorobutti",0,0,28,5
"141390","mayafc",0,0,2,5
"141391","kattasaurus",0,0,3,5
"141394","minhabuenosaires",0,0,2,5
"141395","henriercole",0,0,17,5
"141397","mery_didonna",0,0,129,4
"141398","mariellamellina63",0,0,4,5
"141400","gala_jana",0,0,6,5
"141403","_crissie_",0,0,2,5
"141406","declavero",0,0,15,5
"141407","donnevincenti",0,0,4,5
"141408","loudmakeup",0,0,2,5
"141410","adidasabu",0,0,6,5
"141422","elena_fek",0,0,3,5
"141423","evantdang",0,0,3,5
"141425","elediavolessa",0,0,2,5
"141428","sandromirandola",0,0,2,5
"141429","kikkka87",0,0,2,5
"141432","licis17",0,0,2,5
"141435","asaschwartz",0,0,5,5
"141439","enricam",0,0,3,5
"141441","feeeede1",0,0,4,5
"141442","moz.zi",0,0,3,5
"141443","simojuju",0,0,2,5
"141444","pistri_",0,0,3,5
"141446","lironmansh",0,0,3,5
"141447","tulicarbonell",0,0,9,5
"141451","hellofreshuk",0,0,11,5
"141453","keelywkvita",0,0,5,5
"141454","meg_emerald",0,0,2,5
"141457","schlimsie",0,0,4,5
"141471","emiliesea323",0,0,2,5
"141472","wonderbubbles",0,0,19,5
"141473","travelpancakes",0,0,5,5
"141474","giulianabartolomeo",0,0,100,4
"141476","janets_51",0,0,7,5
"141479","belli_da_mangiare",0,0,2,5
"141481","_._e3_._",0,0,2,5
"141483","brightciderlife",0,0,3,5
"141484","becauseican01",0,0,5,5
"141485","siteibacana",0,0,2,5
"141486","beautybyautumnrose",0,0,4,5
"141487","godsavethesaint",0,0,2,5
"141489","barbara_insta_",0,0,14,5
"141491","ajcmsa",0,0,10,5
"141493","dionisioarcano1",0,0,4,5
"141495","kozue3115",0,0,7,5
"141496","showtime.photo",0,0,5,5
"141498","oia9",0,0,4,5
"141499","rodera27",0,0,3,5
"141500","twins_inthekitchen",0,0,3,5
"141503","aroijing",0,0,2,5
"141504","alberto_gatto",0,0,14,5
"141506","angedelgasepu",0,0,6,5
"141512","markius83",0,0,2,5
"141513","cristina.hepburn",0,0,2,5
"141516","jer6",0,0,7,5
"141518","angela863",0,0,25,5
"141521","kathrynboddie",0,0,2,5
"141522","atlantagal",0,0,3,5
"141523","allison.wood.y",0,0,4,5
"141528","giulitom",0,0,15,5
"141529","malvinah",0,0,3,5
"141541","pierluigi_celardo",0,0,2,5
"141545","lushuan_myself",0,0,6,5
"141548","hindindind",0,0,2,5
"141554","noemy69",0,0,2,5
"141557","mary.lau2014",0,0,4,5
"141558","jennsbooher",0,0,2,5
"141565","alice_from_verona",0,0,5,5
"141567","ivanbertaccini",0,0,11,5
"141568","tommasoelettrico",0,0,2,5
"141569","chefbaran",0,0,48,4
"141575","letizia_mannini",0,0,24,5
"141577","elenaciprietti",0,0,9,5
"141580","irenesandali",0,0,2,5
"141585","ansandager",0,0,2,5
"141588","carlonasso",0,0,3,5
"141590","bayseci",0,0,17,5
"141591","frasse64",0,0,3,5
"141593","nb_ing45",0,0,9,5
"141595","bruhsantos.s",0,0,2,5
"141596","aleibba",0,0,2,5
"141598","karolina_mis0",0,0,3,5
"141601","elapegu",0,0,2,5
"141607","carmencitadaleccarsiledita",0,0,15,5
"141612","vicken_shukrian",0,0,3,5
"141613","shoplovesadie",0,0,2,5
"141614","raffynabrown",0,0,2,5
"141615","s.leblanc",0,0,3,5
"141620","patty19pf",0,0,2,5
"141621","jechols85",0,0,2,5
"141626","maurocasula",0,0,5,5
"141630","gio_meons",0,0,2,5
"141633","designhouseofberry",0,0,3,5
"141638","martabrevi93",0,0,2,5
"141640","kiaretta071",0,0,21,5
"141641","angelo.crocicchia",0,0,2,5
"141643","yelitzaaa",0,0,2,5
"141646","aneres_",0,0,5,5
"141648","omerkuz",0,0,3,5
"141650","taroz94",0,0,3,5
"141653","elenabraida75",0,0,8,5
"141655","mcubedphoto",0,0,3,5
"141666","valemacchia",0,0,15,5
"141667","saramiaomiaomiao",0,0,2,5
"141671","_lieblingsmensch_",0,0,2,5
"141681","moment_oftheday",0,0,3,5
"141688","yaelsc",0,0,8,5
"141689","babyminasera",0,0,3,5
"141694","florence.moore2014",0,0,3,5
"141698","essenlebenlassen",0,0,14,5
"141701","chiaracrl",0,0,4,5
"141702","nanobleugiocattoli",0,0,4,5
"141708","thecollaboreat",0,0,4,5
"141710","albertofumagalli01",0,0,2,5
"141711","dreamingmars",0,0,2,5
"141712","marua_te",0,0,3,5
"141713","michelabohh",0,0,2,5
"141715","roxanne__97",0,0,9,5
"141716","haticesadikoglu",0,0,2,5
"141718","eitan_vaxman",0,0,12,5
"141719","luixojeda",0,0,14,5
"141723","mattia.volpe",0,0,3,5
"141724","radaela",0,0,2,5
"141725","healthyliving_____",0,0,13,5
"141726","daniela_dorsa",0,0,2,5
"141728","ilauracp",0,0,34,5
"141729","abdemircan",0,0,3,5
"141732","dottoressamagda",0,0,8,5
"141734","__.wanted.__",0,0,2,5
"141740","aimer_la_cuisine",0,0,3,5
"141741","thomasstruett",0,0,3,5
"141744","nonsolomaggie_",0,0,40,4
"141745","mattiacamp",0,0,16,5
"141746","bm.restaurant",0,0,12,5
"141748","gekio85",10,0,9,2
"141749","erica_raiano",0,0,184,1
"141751","michallina",0,0,5,5
"141754","vincenzoangelucci",0,0,7,5
"141755","nalda1839",0,0,3,5
"141757","massi.cosa",0,0,4,5
"141760","mhpants",0,0,2,5
"141761","stone__rebecca",0,0,2,5
"141765","ena1985",0,0,8,5
"141774","cicepalma",0,0,2,5
"141778","daliiacarmona",0,0,3,5
"141783","oko_kokken",0,0,16,5
"141785","atkabmwm",0,0,32,5
"141786","leniev.rijswijk",0,0,3,5
"141788","angelicagabellini",0,0,4,5
"141789","cdelichte",0,0,3,5
"141791","leeyungwoo",0,0,2,5
"141792","bobo_booh",0,0,2,5
"141793","sezginogut",0,0,3,5
"141797","darlingescapes",0,0,7,5
"141798","federicaperronace",0,0,2,5
"141799","ginevragraciotti",0,0,5,5
"141800","valefuenteslopez",0,0,8,5
"141803","giulirr",0,0,13,5
"141805","efilsitra_media",0,0,2,5
"141811","michaelmait",0,0,19,5
"141814","erikamignardi",0,0,17,5
"141819","martifitch",0,0,8,5
"141820","_toniaruberto",0,0,2,5
"141822","familynest",0,0,2,5
"141823","louisaelnu",0,0,3,5
"141824","patrizio_roma",0,0,3,5
"141826","valejennifer",0,0,8,5
"141827","chocola_coffee_lovers",0,0,2,5
"141832","micbor",0,0,8,5
"141833","giulia_paziani",0,0,6,5
"141835","annaelisaoltremarini",0,0,4,5
"141838","sunshinemtt",0,0,14,5
"141839","mor_81",0,0,3,5
"141840","salincakhouses",0,0,3,5
"141841","kirsimariek",0,0,22,5
"141842","nellyfurt",0,0,4,5
"141846","giorgio_galimberti",6,0,8,2
"141853","rivetto_wines",0,0,8,5
"141858","giorgiajoe",0,0,3,5
"141859","biancarosa13",0,0,5,5
"141864","orneladulcinea",0,0,3,5
"141865","thesocialfood",0,0,4,5
"141867","mutluhs99",0,0,6,5
"141869","ludovicamegna",0,0,3,5
"141872","marcboines",0,0,13,5
"141873","vivianeboaventura2",0,0,2,5
"141874","landlopers",0,0,2,5
"141875","pistons_one",0,0,16,5
"141878","blo_marghe",0,0,18,5
"141881","befree_elo",0,0,6,5
"141885","havasid",0,0,2,5
"141889","suarav",0,0,6,5
"141890","nisi_cherie",0,0,2,5
"141892","maribera74",0,0,2,5
"141895","lorenzonirene",0,0,6,5
"141898","netanel_furmanski",0,0,4,5
"141900","beatrice_moschettoni",0,0,152,4
"141901","drozcancam",0,0,2,5
"141904","shailylipa",0,0,8,5
"141905","ishii_g",0,0,2,5
"141908","max_strippoli",0,0,2,5
"141910","aysenintarifleri",0,0,4,5
"141913","michellelattinelli",0,0,27,5
"141915","maurococco",0,0,5,5
"141918","fefss",0,0,2,5
"141919","niina_citrus",0,0,2,5
"141920","martin_marine",0,0,6,5
"141921","brevis_est",0,0,6,5
"141922","haileyanilonis",0,0,2,5
"141924","armandolapietra",0,0,19,5
"141926","_lamz_",0,0,15,5
"141927","sunfloramanu",0,0,16,5
"141932","leo_nardo87",0,0,3,5
"141934","justdofashionnn",0,0,6,5
"141935","susannabalbaschova",0,0,3,5
"141937","t_6002",0,0,3,5
"141938","iamdanilo",0,0,2,5
"141940","silvia.fp",0,0,2,5
"141941","ifatchencohen",0,0,3,5
"141945","mami.tbach",0,0,4,5
"141949","the_winter_soilder_",0,0,2,5
"141950","giu97_recovery",0,0,7,5
"141952","dgbegalli",0,0,6,5
"141955","ercan_inal",0,0,4,5
"141957","seiquellochemangi",0,0,20,5
"141958","ginevrotica",0,0,2,5
"141959","iristinunin",0,0,3,5
"141960","chef_sisi",0,0,4,5
"141963","noemiadinolfi",0,0,2,5
"141965","sweetjei",0,0,29,5
"141968","peperosso78",0,0,2,5
"141970","frabelli69",0,0,8,5
"141971","shiana25",0,0,2,5
"141972","eleda61",0,0,2,5
"141974","healthyandmeatless",0,0,2,5
"141975","bilgenurkurtoglu",0,0,2,5
"141976","odedklein",0,0,7,5
"141977","eecahj",0,0,4,5
"141978","giusycecile",0,0,13,5
"141979","losttribesbrew",0,0,2,5
"141980","roxana_dobrea",0,0,3,5
"141983","luuuuukeeeeey",0,0,2,5
"141987","federica_grasso91",0,0,3,5
"141992","prove",0,0,2,5
"141993","cantinadellabirra",0,0,3,5
"141997","ryanslife91",0,0,6,5
"141998","markoncanvas",0,0,14,5
"141999","brkbull",0,0,2,5
"142000","mark_85r",0,0,2,5
"142003","pleindespoir",0,0,4,5
"142009","az_roma",0,0,5,5
"142015","beneducatefrivolezze",0,0,13,5
"142017","stefaniacoppolino7",0,0,5,5
"142018","rlopp",0,0,2,5
"142019","changeyourlife.hlf",0,0,25,5
"142020","tatiekira",0,0,4,5
"142023","nvj__",0,0,3,5
"142024","amyguhl",0,0,15,5
"142025","michela_seneca",0,0,11,5
"142028","lullablacks",0,0,17,5
"142032","ubeda_monteiro",0,0,3,5
"142034","vero_gz",0,0,8,5
"142035","rifollesa",0,0,6,5
"142042","brauccirosaria",0,0,57,4
"142044","noeh_____",0,0,2,5
"142045","247adelaide",0,0,2,5
"142049","federica.damasco",0,0,6,5
"142050","ali_lu",0,0,2,5
"142052","wilson_7777",0,0,2,5
"142058","machi_rose",0,0,6,5
"142062","boulaerne",0,0,9,5
"142063","giuseppepastore",0,0,2,5
"142064","nachimerli",0,0,134,4
"142065","6_figure_blogging_niches",0,0,4,5
"142074","painttheglobe",0,0,2,5
"142077","auracsinte",0,0,2,5
"142082","ninja_terrapin",0,0,8,5
"142083","tobfood",0,0,12,5
"142086","nadiascandella",0,0,2,5
"142091","briggithe01",0,0,2,5
"142093","carlosbela",0,0,2,5
"142095","campingplayaparaiso",0,0,6,5
"142096","silvietya",0,0,2,5
"142098","heartshade",0,0,3,5
"142100","jojo2chen",0,0,4,5
"142103","loerchen95",0,0,4,5
"142104","sophiabarnous",0,0,2,5
"142106","clawas",0,0,2,5
"142113","tastytravelers",0,0,6,5
"142116","colaiezzi",0,0,3,5
"142117","claudiagrillo",0,0,2,5
"142122","tzachibenshabat",0,0,13,5
"142124","bettabbb",0,0,3,5
"142125","clod_____",0,0,16,5
"142126","leonardovlntno",0,0,2,5
"142128","royvansijes65",0,0,8,5
"142132","asafbuznak",0,0,13,5
"142134","amylittlephotography",0,0,2,5
"142136","acoraggiog",0,0,2,5
"142139","ncwasabi",0,0,2,5
"142140","omnia_dilecta",0,0,3,5
"142141","danieladelledonne",0,0,82,4
"142142","adonshifon",0,0,21,5
"142143","gabelogan87",0,0,9,5
"142145","titaepippa",0,0,13,5
"142147","eliana_agn",0,0,7,5
"142149","effe_diary",0,0,2,5
"142151","ourcrazyfood",0,0,16,5
"142152","she.bakes.n.he.cooks",0,0,2,5
"142153","murtill",0,0,4,5
"142154","francescagianfreda",0,0,17,5
"142155","carlottacaracciolo",0,0,2,5
"142156","rudimante",0,0,36,5
"142157","thegianaz",0,0,4,5
"142158","neda.grenz",0,0,2,5
"142160","oceano88",0,0,15,5
"142161","factorytwofour",0,0,5,5
"142162","biscottidinotteandmore",0,0,30,5
"142163","elisabeth_bennet_",0,0,3,5
"142164","puterwoman",0,0,9,5
"142167","christykramer",0,0,4,5
"142170","vel_vasta",0,0,3,5
"142172","quigattacicoria",0,0,8,5
"142177","ra_sau",0,0,2,5
"142179","giorgiamartelli13",0,0,9,5
"142180","jessybodecsommelier",0,0,3,5
"142185","greca.tiddia",0,0,5,5
"142186","i.am.caspar",0,0,24,5
"142187","cricyna",0,0,6,5
"142188","francesbem",0,0,3,5
"142189","hesseoblogger",0,0,2,5
"142196","vickymordov",0,0,4,5
"142197","sublme",0,0,3,5
"142198","layana83_",0,0,6,5
"142201","morena25o04__",0,0,5,5
"142203","troskyphotography",0,0,3,5
"142204","roboticsince85",0,0,2,5
"142206","paoloinaudi",0,0,4,5
"142207","deryakaya76",0,0,2,5
"142209","iddancohen",0,0,2,5
"142210","grelovemarc",0,0,3,5
"142213","hlektrapl",0,0,2,5
"142214","tarik_og",0,0,2,5
"142217","instaphotoshow",0,0,7,5
"142220","thewalk_of_fame",0,0,6,5
"142221","gioshhh",0,0,6,5
"142222","slomo",0,0,6,5
"142225","lacasadiartu",6,0,158,4
"142226","xyygwe",0,0,2,5
"142232","wewuzz",0,0,2,5
"142234","amrita82",0,0,4,5
"142237","har1s_nomad",0,0,2,5
"142241","daren.james",0,0,4,5
"142242","eddievedderisgod",0,0,2,5
"142243","luisoniaj",0,0,2,5
"142244","involtinidipeperone",0,0,5,5
"142245","fra_gen",0,0,198,1
"142249","giacomoterrana",0,0,10,5
"142253","geralynuibarbero",0,0,3,5
"142254","kiki_lille",0,0,2,5
"142255","visiamedia",0,0,2,5
"142257","melveronneau",0,0,2,5
"142258","the_magician86",0,0,3,5
"142260","vazoula",0,0,8,5
"142261","votti_",0,0,2,5
"142262","nutritionbymia",0,0,4,5
"142263","yasaman_aap",0,0,4,5
"142264","comprarfoie",0,0,67,4
"142265","benny1602",0,0,6,5
"142267","papillon_torino",0,0,5,5
"142269","tacchinobicilindrico",0,0,45,4
"142270","zivsagi100",0,0,5,5
"142272","katiekritzberg",0,0,7,5
"142275","maayanseye",0,0,17,5
"142279","giorgialaparenti",0,0,7,5
"142280","bonele",0,0,2,5
"142282","deejay_mono",0,0,3,5
"142284","colarin",0,0,6,5
"142286","vaggpap",0,0,3,5
"142289","argeldiaz_",0,0,3,5
"142294","lafatinarossa",0,0,4,5
"142295","leley69",0,0,3,5
"142296","reginxxi",0,0,2,5
"142297","onebowlatatime",0,0,7,5
"142300","bigk_art",0,0,2,5
"142302","antevasin.official",0,0,2,5
"142303","nycdeliciousdining",0,0,5,5
"142304","ptbrl82",0,0,2,5
"142308","ranallibus14",0,0,3,5
"142313","billypaga",0,0,4,5
"142319","lsc2897",0,0,4,5
"142325","timorasso74",0,0,8,5
"142326","ginevra161",0,0,14,5
"142327","rusyena_makes",0,0,2,5
"142332","martinabrc",0,0,6,5
"142333","francyf90",0,0,5,5
"142335","tahelwish",0,0,3,5
"142337","materexl",0,0,2,5
"142339","mangiaresanoedequilibrato",0,0,8,5
"142346","katialaflaim",0,0,3,5
"142347","chodnikowawilczyca",0,0,2,5
"142349","paola_gubi",0,0,29,5
"142351","sebastiancruzcouture_canada",0,0,2,5
"142352","finnberry.co",0,0,2,5
"142353","lericettedidaniela",0,0,98,4
"142354","mstrkrftz",0,0,3,5
"142355","lizzyloveshealth",0,0,4,5
"142359","maria.catanzariti2004",0,0,3,5
"142363","94elvisa",0,0,2,5
"142365","sandrapandrabucci",0,0,67,4
"142366","kalleoberon",0,0,3,5
"142368","oggicris",0,0,6,5
"142370","ruggero_falone",0,0,26,5
"142371","marty_ina",0,0,7,5
"142372","ubaye_vallee_france",0,0,2,5
"142376","elisaa305",0,0,2,5
"142377","lucrezia86lu",0,0,17,5
"142378","smadker",0,0,6,5
"142379","tunsbuns",0,0,2,5
"142380","sweet_chilli_pepper",0,0,2,5
"142381","shao.zhou",0,0,2,5
"142382","vero_fb",0,0,2,5
"142388","andrey_veprikov",0,0,2,5
"142390","eleonorambrogi",0,0,4,5
"142395","p1p0u",0,0,18,5
"142399","rokcos99",0,0,2,5
"142403","ectorpra",0,0,4,5
"142404","marinaoddo",2,0,1,5
"142406","flowmobile",0,0,2,5
"142408","littledreams2006",0,0,2,5
"142409","mlamagni",0,0,3,5
"142413","_saracaridi_",0,0,3,5
"142415","bersy_",4,0,1,5
"142416","reale_noemi",0,0,2,5
"142420","n.resis",0,0,7,5
"142421","walentina_94",0,0,6,5
"142422","gpatrignani",0,0,5,5
"142424","naigo79",0,0,2,5
"142427","omego2",0,0,2,5
"142428","ecesevilmis",0,0,3,5
"142430","gino__ginetto",0,0,7,5
"142432","pinkflower94",0,0,7,5
"142434","frames4less",0,0,2,5
"142437","unanutrizionistaperamica",0,0,5,5
"142438","lorenzasimondi",0,0,4,5
"142439","creeziiaa",0,0,58,4
"142440","stefjean_xxv",0,0,9,5
"142441","nosgoth_owl",0,0,3,5
"142442","fakko74",0,0,4,5
"142443","lena_difoggia",0,0,2,5
"142444","lisemariexoxo",0,0,2,5
"142446","jessi_jessi7",0,0,2,5
"142449","mentalmenteassente",0,0,4,5
"142455","rosyleolisy",5,0,30,2
"142459","danyele69",0,0,15,5
"142460","maosw67",0,0,3,5
"142461","larompi",0,0,17,5
"142464","pavanello51",0,0,10,5
"142468","gianmarcoscilla",6,0,12,2
"142469","marco.angeloni",0,0,3,5
"142470","fucketli.st",0,0,3,5
"142474","sarafitdogocanariochihuahuacat",0,0,19,5
"142475","melygrand",0,0,2,5
"142476","fuorisede.blog",0,0,12,5
"142477","eledll",0,0,77,4
"142479","alex.coppo",0,0,4,5
"142485","angelonero69",0,0,2,5
"142489","langshton",0,0,2,5
"142490","kutoabars",0,0,7,5
"142492","pycja",0,0,5,5
"142495","filippogigante",0,0,4,5
"142496","patriciairis",0,0,6,5
"142498","anninalasardina",0,0,5,5
"142502","bernardello",0,0,2,5
"142510","marina_xx86",0,0,5,5
"142512","alexbecc",0,0,11,5
"142516","mo16anni",0,0,4,5
"142517","marciferrari",0,0,4,5
"142519","firebrigader",0,0,3,5
"142520","roberta_pocy",0,0,6,5
"142522","arancionesc",0,0,2,5
"142524","giaki10",0,0,4,5
"142530","costantinoputzu",0,0,10,5
"142532","agirlshouldb2things",0,0,4,5
"142534","camilleleng",0,0,5,5
"142535","bradford_reed",0,0,2,5
"142536","robigiovanelli",0,0,7,5
"142538","marycredendino",0,0,2,5
"142539","glodicarlo28",0,0,41,4
"142540","matteo_portalupi",0,0,8,5
"142541","fede_sal",0,0,19,5
"142544","anacletoclotilde",0,0,2,5
"142548","martina21_",0,0,2,5
"142551","emilie_hansen",0,0,2,5
"142554","sonianeca",0,0,2,5
"142557","michal678",0,0,4,5
"142563","kevinkchan_",0,0,2,5
"142564","in_fede",0,0,5,5
"142566","rodas11",0,0,2,5
"142567","maureenuetobiasson",0,0,3,5
"142570","justroma",0,0,24,5
"142571","lydiasimas",0,0,4,5
"142573","mayra_mj",0,0,3,5
"142574","tomielcarra",0,0,11,5
"142575","healthy.diet.for.me",0,0,5,5
"142576","enriqueperna",0,0,2,5
"142585","danybertolino",0,0,2,5
"142589","teplova_v",0,0,2,5
"142594","_maria_rosaria_cap_",0,0,12,5
"142595","skinnywraplegacy",0,0,3,5
"142596","vittoriapuca",0,0,7,5
"142597","ezequiel_pz",0,0,7,5
"142599","caco_anacleto",0,0,6,5
"142601","consapienza_it",0,0,4,5
"142607","francescarota8",0,0,3,5
"142609","gisepeche",0,0,2,5
"142611","luisfelicianobaz",0,0,2,5
"142618","enfantprodigetv",0,0,3,5
"142619","esmaa_70",0,0,2,5
"142621","marghejpage",0,0,2,5
"142623","meshekzuriel",0,0,3,5
"142626","cipthree",0,0,5,5
"142628","lucaferone",0,0,3,5
"142629","_briiba_",0,0,4,5
"142633","rawabi__ray",0,0,4,5
"142635","lekki.ib",0,0,12,5
"142637","soapte_culinare",0,0,11,5
"142640","langolinodialebooks",0,0,3,5
"142641","lavashopsofficial",0,0,4,5
"142642","sanderdesaegher",0,0,4,5
"142648","marcopartelli",0,0,3,5
"142650","erwinleydekkers",0,0,5,5
"142653","lousimo2",0,0,2,5
"142657","gabiresidentes",0,0,3,5
"142660","mrosa1959",0,0,45,4
"142661","rotem_shaer",0,0,2,5
"142663","serena_dm85",0,0,2,5
"142664","nicolawarbler",15,0,6,2
"142665","food_advisers",0,0,4,5
"142666","cest_tres_belle",0,0,4,5
"142670","marycriele",0,0,2,5
"142674","readchina",0,0,2,5
"142679","ffouladimehrgmailcom",0,0,2,5
"142680","elespirit",0,0,10,5
"142684","galatia_d",0,0,2,5
"142686","nicoledigrazia5",0,0,6,5
"142688","gherlu",0,0,12,5
"142693","ronchiponchi",0,0,23,5
"142694","sophiamezei",0,0,7,5
"142695","ablueblueberry",0,0,4,5
"142698","chenburiedalive",0,0,10,5
"142699","spotsyapp",0,0,3,5
"142701","ari_marchese",0,0,142,4
"142702","virginiatribolati",0,0,3,5
"142703","kiarasabe",0,0,2,5
"142707","gervaclarus",0,0,6,5
"142708","zu_missile",0,0,4,5
"142712","sheena1893",0,0,2,5
"142715","manuelacortese",0,0,15,5
"142718","hadartsruia",0,0,26,5
"142719","ghizi_97",0,0,2,5
"142720","wandering_about",0,0,3,5
"142723","mpmenale",0,0,6,5
"142726","pretty_yeti",0,0,3,5
"142727","_papu",0,0,2,5
"142728","leabsaib",0,0,8,5
"142729","lapulcetraifornelli",13,0,43,2
"142730","peppybrown",0,0,2,5
"142732","midnightwolf114",0,0,2,5
"142734","sarcasm.dailyyy",0,0,2,5
"142736","mielpop.s",0,0,2,5
"142739","cri93cl",0,0,197,1
"142742","enrica_marino",0,0,2,5
"142746","shayturnera",0,0,2,5
"142751","simius",0,0,7,5
"142752","plumedpdx",0,0,2,5
"142753","marcosalcinisperelli",0,0,2,5
"142755","the_stylebook",0,0,2,5
"142757","jezdicka",0,0,4,5
"142760","dorianaph",0,0,37,4
"142761","juliefortunato_",0,0,19,5
"142766","ryentrepreneur",0,0,2,5
"142767","_giovydantuono_",0,0,5,5
"142769","ales.san.dra",0,0,8,5
"142770","comfytastybeautiful",0,0,4,5
"142773","ireneponzo",0,0,4,5
"142774","greiiiis",0,0,2,5
"142775","lisatornelli",0,0,12,5
"142778","alekssandra.marcu",0,0,3,5
"142779","valerialopis",0,0,4,5
"142780","italiancoffeelovers",0,0,2,5
"142784","zonderfratsen",0,0,8,5
"142785","mangiandosano",0,0,24,5
"142791","hollyalina",0,0,2,5
"142795","thegreenjourney",0,0,4,5
"142800","barlechemshira",0,0,2,5
"142803","magamgd",0,0,2,5
"142806","ericagalluzzo",0,0,7,5
"142807","kbartosz",0,0,4,5
"142812","raphaelcarvalho86",0,0,5,5
"142814","our_healthy_life_",0,0,8,5
"142818","dtabarrini",0,0,4,5
"142821","brigitte_sejas",0,0,3,5
"142823","ravitbatan",0,0,21,5
"142824","pgrochowska",0,0,4,5
"142828","giusy_siciliano",0,0,4,5
"142831","silviadpietro",0,0,22,5
"142832","nicola_fois",0,0,7,5
"142835","vita_da_commessa",0,0,3,5
"142837","jindaintara",0,0,2,5
"142838","becarvalho1991",0,0,2,5
"142843","my_cool_kitchen",0,0,4,5
"142844","thedreamyleaf",0,0,11,5
"142845","riccardo_tiroli",0,0,9,5
"142846","14elfi",0,0,20,5
"142848","gardenialemasta",0,0,9,5
"142850","aneleh5",0,0,3,5
"142853","liorsneer",0,0,2,5
"142854","mattcab",0,0,4,5
"142856","thechefofinstagram",0,0,3,5
"142857","carljdeforrest",0,0,5,5
"142860","kemiko4",0,0,2,5
"142861","ki.ka.s",0,0,5,5
"142862","filo_atella",0,0,18,5
"142863","simonazora8",0,0,2,5
"142866","noemisacchi",0,0,94,4
"142868","comfortingvegan",0,0,7,5
"142869","lapelle_istanbul",0,0,2,5
"142870","mexibexi",0,0,7,5
"142871","finicprintpro",0,0,3,5
"142872","peppemart",0,0,2,5
"142874","_steno",0,0,7,5
