username,photosCount,commentsCount,likesCount
"bestthingyoueverate",0.0,3,28
"marygracegrace",10,1,9
"puglia_city",0.0,1,1
"biscuitsandpois",0.0,1,2
"cuoca_a_domicilio",0.0,1,8
"pourthis",0.0,1,15
"rikirandi",9,7,8
"lapaolina_",0.0,1,48
"piccoloprincipe72",0.0,3,29
"jeronimollima",0.0,2,70
"valevalefranci",129,47,0.0
"tangandspice",0.0,1,1
"lelaperez",2,3,2
"mon_amie_",0.0,1,0.0
"abalarin",0.0,1,0.0
"tizianarandis",0.0,1,2
"ariatoscana",0.0,1,14
"lapazienza",0.0,12,58
"r_obidig",0.0,1,0.0
"pattming",0.0,2,17
"telllyp",0.0,1,0.0
"noisiamoquellochemangiamo",0.0,1,121
"nicolegiomarino",0.0,1,0.0
"67raineydayz",0.0,1,1
"brigitewearofficial",0.0,1,0.0
"angy6869",0.0,1,82
"sarpmogan",0.0,1,2
"douceuretgourmandise",0.0,1,16
"rosalba1951",0.0,8,54
"dieguss72",0.0,1,7
"detourbar",0.0,1,5
"shayallday88",0.0,1,2
"tostorosalia",0.0,1,23
"lalunasulcucchiaio",9,22,542
"merlinmoonitaly",0.0,1,0.0
"nuccidda",0.0,1,1
"joy7d",0.0,1,1
"inner_health_center",0.0,1,0.0
"antofede50",0.0,16,265
"beytchies",0.0,1,0.0
"josephinewilde",0.0,1,2
"thecheeseandwineco",0.0,1,11
"olgus_designs",21,7,31
"stellin84",0.0,1,0.0
"lusiowho",0.0,1,9
"flminis",0.0,1,1
"alelimy",0.0,2,101
"salisaannabelle",0.0,1,0.0
"lavieenrock",0.0,1,7
"tescoma_italia",0.0,1,109
"citymanu",4,35,120
"gi_and_gi",0.0,1,101
"elenaacapello",0.0,1,0.0
"doppeluapp",0.0,1,0.0
"richardbonilla",0.0,1,8
"pa15266",0.0,1,20
"bed_and_breakfast_la_magnolia",0.0,1,3
"boutiquecolibri",0.0,1,0.0
"valemarch",0.0,1,11
"robysushi",0.0,1,21
"emmaaeriksssonn",0.0,1,0.0
"starvingfoodseeker",0.0,2,52
"lamorsaverde",0.0,1,23
"claracla_01",0.0,1,7
"annasimbula60",0.0,1,9
"urbansoigne",0.0,1,2
"misskatefit",0.0,1,0.0
"xxyti",0.0,1,0.0
"ciocco_",0.0,1,7
"federizio",0.0,1,0.0
"tizziko",0.0,1,101
"limoncina",6,3,7
"hallosimone",0.0,1,0.0
"giovannamucciolo",0.0,1,1
"coccinella6610",0.0,2,34
"carmelalastrega",0.0,1,19
"scollegato23",0.0,1,75
"ilcuoredellecose",0.0,1,2
"everywhereamy",0.0,1,3
"2puntozeno",0.0,1,29
"perlanera__",0.0,2,5
"js493",0.0,1,2
"zephyr636",0.0,1,30
"daria_shapovalova",0.0,1,4
"francescalibri_",0.0,2,112
"visualofstreet",0.0,1,5
"cecia1964",0.0,1,7
"_peanutbunny",0.0,1,1
"be_mad_design",0.0,1,0.0
"c_monica_p",0.0,4,27
"claudspritz",0.0,1,20
"nicozeno",0.0,1,0.0
"lauraza81",0.0,3,0.0
"naty0872",0.0,1,140
"nyleyla",0.0,2,6
"kaksri",0.0,1,1
"maryjnevra",0.0,1,134
"milolalil",0.0,1,1
"alfonsina_della_rocca",0.0,4,10
"salvabox79italy",0.0,1,6
"favasimonetta",0.0,3,11
"mariacanvas",0.0,1,2
"framalu2013",0.0,2,1
"clarissa_beauty",0.0,1,0.0
"valeriofor",0.0,1,69
"ligthman",0.0,1,4
"greys62",0.0,2,13
"giuliacaristi",0.0,2,3
"tizzia",22,8,28
"alistjules",0.0,1,0.0
"asaintgold",0.0,1,2
"platefulnutrition",0.0,1,0.0
"toosensitivephoto",0.0,1,0.0
"elebre82",77,7,52
"valentinivillage",35,16,265
"impastastorie",284,145,311
"rachele_landini",21,4,209
"lavalina84",0.0,2,6
"piccolapace",0.0,1,1
"bellaescema",0.0,1,0.0
"otis10782mi",4,2,77
"igerslecce",0.0,1,1
"maryaaamss",0.0,0.0,1
"lesdelicesdeoumi",0.0,0.0,1
"mohaaabs",0.0,0.0,1
"amal_alhayat_",0.0,0.0,1
"eva.bitton",0.0,0.0,1
"rappels_du_diine",0.0,0.0,1
"milenatentori",0.0,0.0,1
"oriana_castelluccio",0.0,0.0,1
"thuug_liifee",0.0,0.0,1
"twinceline",0.0,0.0,1
"sibosibon",0.0,0.0,1
"puncture2pocket",0.0,0.0,1
"eleuz89",0.0,0.0,1
"sele_nina87",0.0,0.0,1
"likethestarsinthesky",0.0,0.0,1
"la.vie.ailleurs",0.0,0.0,1
"digireale",0.0,0.0,1
"paolaamelio",0.0,0.0,1
"andranavrt",0.0,0.0,1
"mewshka",0.0,0.0,1
"lilianafrancesco",0.0,0.0,1
"dany____",0.0,0.0,1
"dwebstar",0.0,0.0,1
"maryrosesanchez",0.0,0.0,1
"elengiorgia",0.0,0.0,1
"ic3d",0.0,0.0,1
"only1winner",0.0,0.0,1
"naturesquare",0.0,0.0,1
"alli_sonwonderland",0.0,0.0,1
"madamdespina",0.0,0.0,1
"kinda_kolasal",0.0,0.0,1
"tothagan",0.0,0.0,1
"jennieoreb",0.0,0.0,1
"jewshopalot",0.0,0.0,1
"malenizi",0.0,0.0,1
"melnazaryxx",0.0,0.0,1
"kahnwuu",0.0,0.0,1
"millenapais",0.0,0.0,1
"suxx_my_pixx",0.0,0.0,1
"piinponciio_mendez",0.0,0.0,1
"hwahlkai",0.0,0.0,1
"lexi_falco",0.0,0.0,1
"shoutsouts_free",0.0,0.0,1
"flokography",0.0,0.0,1
"tsxo8_",0.0,0.0,1
"mainevent____",0.0,0.0,1
"rock.down.2.electric.ave",0.0,0.0,1
"skyeorlick",0.0,0.0,1
"bambi_ng",0.0,0.0,1
"robejoa",0.0,0.0,1
"sonyaaa_vyal",0.0,0.0,1
"_getmorefans_y85767",0.0,0.0,1
"deliciana_montoya",0.0,0.0,1
"monroemari",0.0,0.0,1
"drea.julia",0.0,0.0,1
"whiteguy_tony",0.0,0.0,1
"martadealmeida_",0.0,0.0,1
"annachamaydar",0.0,0.0,1
"beautifulness24687",0.0,0.0,1
"modernerapharaoh",0.0,0.0,1
"valpiriot",0.0,0.0,1
"victorialovesu8",0.0,0.0,1
"viaggideirospi",0.0,0.0,1
"candelaromeo",0.0,0.0,1
"carola_izzia_",0.0,0.0,1
"_hajarouanchi_",0.0,0.0,1
"cimedirapa",0.0,0.0,1
"marilenamasc",0.0,0.0,1
"sergio_arteaga90",0.0,0.0,1
"nuvolinabella",0.0,0.0,1
"mgd.713",0.0,0.0,1
"nerrixcaso",0.0,0.0,1
"willowwoncka",0.0,0.0,1
"mvlenti",0.0,0.0,1
"gabppla",0.0,0.0,1
"brooklyndreamland",0.0,0.0,1
"gabrielinna",0.0,0.0,1
"andres_travelview",0.0,0.0,1
"contemporary_houses",0.0,0.0,1
"charcoalandsalt",0.0,0.0,1
"gustheartist",0.0,0.0,1
"cassiefairy",0.0,0.0,1
"manuscaa",0.0,0.0,1
"karimsedky",0.0,0.0,1
"joe_webb48",0.0,0.0,1
"gvirtucio",0.0,0.0,1
"thaheadhunter",0.0,0.0,1
"oakakarat",0.0,0.0,1
"frankheagerty",0.0,0.0,1
"m_tadros23",0.0,0.0,1
"tezostyle",0.0,0.0,1
"fotopancake",0.0,0.0,1
"hdr_zombie",0.0,0.0,1
"tekkenjoe_pecora_nera_",0.0,0.0,1
"nine2diablo",0.0,0.0,1
"nicolerree",0.0,0.0,1
"gslam__",0.0,0.0,1
"rohmoments",0.0,0.0,1
"veganistic",0.0,0.0,1
"fatgirlslim23",0.0,0.0,1
"sasabiene",0.0,0.0,1
"pameelaposada",0.0,0.0,1
"kmiota",0.0,0.0,1
"ahn1004",0.0,0.0,1
"_luciiiis_",0.0,0.0,1
"ingmis",0.0,0.0,1
"fruitcupsandbottles",0.0,0.0,1
"youthinkshehot",0.0,0.0,1
"milomon",0.0,0.0,1
"kokosha__koko",0.0,0.0,1
"alexweeyums",0.0,0.0,1
"piedruickz",0.0,0.0,1
"positive_addictions",0.0,0.0,1
"sandiegocaligirl",0.0,0.0,1
"zinscorpio",0.0,0.0,1
"valentina_nichele",0.0,0.0,1
"alandegaurav",0.0,0.0,1
"edozigliani",0.0,0.0,1
"ameneguete",0.0,0.0,1
"joy_dream_creator",0.0,0.0,1
"honey_n_oreo",0.0,0.0,1
"_giorgia89",0.0,0.0,1
"sugolab",0.0,0.0,1
"wacopix",0.0,0.0,1
"tommygaston",0.0,0.0,1
"carucarmo",0.0,0.0,1
"_______ela",0.0,0.0,1
"nick.in.sky",0.0,0.0,1
"brandon.gutowski",0.0,0.0,1
"alice9pf",0.0,0.0,1
"marieyakovleva",0.0,0.0,1
"laura_dallari",0.0,0.0,1
"natasapecanac",0.0,0.0,1
"vianart",0.0,0.0,1
"amandapresentes",0.0,0.0,1
"cerebro84",0.0,0.0,1
"wonkaduff",0.0,0.0,1
"ifatimah_15",0.0,0.0,1
"angiesphotographs",0.0,0.0,1
"inas16",0.0,0.0,1
"biliijr",0.0,0.0,1
"gretasbirulina",0.0,0.0,1
"goldies_bakery",0.0,0.0,1
"trucphuong2510",0.0,0.0,1
"pigero",0.0,0.0,1
"luigigubello",0.0,0.0,1
"amorjamie",0.0,0.0,1
"sehfar",0.0,0.0,1
"kaseyharmon",0.0,0.0,1
"nick_mic_jr_12",0.0,0.0,1
"__kycolo",0.0,0.0,1
"matt_mudd14",0.0,0.0,1
"nicleland",0.0,0.0,1
"lost_in_ma_closet",0.0,0.0,1
"giuliaruscelli",0.0,0.0,1
"pumoski",0.0,0.0,1
"unimib",0.0,0.0,2
"melyssasa",0.0,0.0,1
"ellyna5",0.0,0.0,1
"realest_tim149",0.0,0.0,1
"msglamagirl",0.0,0.0,1
"lauralale3",0.0,0.0,1
"ellen_malone",0.0,0.0,1
"themeccacollective",0.0,0.0,1
"foreva_hipsterr_",0.0,0.0,1
"chloeelukaisak",0.0,0.0,1
"nicolemjardim",0.0,0.0,1
"determinedcyster",0.0,0.0,1
"antonellaroccuzzoforever",0.0,0.0,1
"aissela28",0.0,0.0,1
"hiromi_ssl",0.0,0.0,1
"n.corbetta",0.0,0.0,1
"imeldaguraziu",0.0,0.0,1
"beata_angelbjoerk",0.0,0.0,1
"fc__pf",0.0,0.0,1
"stefanodeponti",0.0,0.0,3
"melaniaflores",0.0,0.0,1
"crazyforfashioncase",0.0,0.0,1
"maesnoespelho",0.0,0.0,2
"oksanafmg",0.0,0.0,1
"_micafernandes",0.0,0.0,1
"ste.f.ania",0.0,0.0,1
"rbithorn",0.0,0.0,1
"t_cannon_",0.0,0.0,1
"byrd_certified",0.0,0.0,1
"volitsinsky",0.0,0.0,1
"oy_melly",0.0,0.0,1
"yehuda_drori",0.0,0.0,1
"sapircohen0",0.0,0.0,1
"vganassini",0.0,0.0,1
"gopfauf",0.0,0.0,1
"leonjasko",0.0,0.0,1
"dpmn_",0.0,0.0,1
"dangaranga11",0.0,0.0,1
"asenaparlatan",0.0,0.0,1
"femininenergy",0.0,0.0,1
"leinspirestheworld",0.0,0.0,1
"adiquo",0.0,0.0,1
"mpua66",0.0,0.0,1
"badgerryan",0.0,0.0,1
"asdfghjklilli",0.0,0.0,1
"getting_bigger",0.0,0.0,1
"pchelka_and_smoki",0.0,0.0,1
"ohshitidk",0.0,0.0,1
"edu_espina",0.0,0.0,1
"tiaraolmalabe",0.0,0.0,1
"carlaleonormongeote",0.0,0.0,1
"lheelipe_",0.0,0.0,1
"farfellula",0.0,0.0,1
"lostielaurie",0.0,0.0,1
"paolapallina",0.0,0.0,1
"vellh",0.0,0.0,2
"gracoin",0.0,0.0,2
"ghiaiashop",0.0,0.0,2
"mercatisara",0.0,0.0,2
"eliiico",0.0,0.0,1
"musicassoluta",0.0,0.0,1
"crisbrondoni",0.0,0.0,2
"barbara84b",0.0,0.0,1
"therealmana",0.0,0.0,1
"louinspace",0.0,0.0,1
"chiara_reggia",0.0,0.0,1
"gracielogan3",0.0,0.0,1
"peterskodborggaard",0.0,0.0,1
"soulriser",0.0,0.0,1
"kerosmith",0.0,0.0,1
"nathanweber_",0.0,0.0,1
"badasscastle",0.0,0.0,1
"boranmamie",0.0,0.0,2
"xactol",0.0,0.0,1
"uvafragola",0.0,0.0,3
"fabbrivalentina",0.0,0.0,5
"laghiroberta",0.0,0.0,3
"momo_banjoboy",0.0,0.0,1
"miaalexdavis",0.0,0.0,1
"doctorluke92",0.0,0.0,1
"anninagreggio",0.0,0.0,2
"anniz94",0.0,0.0,1
"jasminehelenm",0.0,0.0,2
"elenaelirlanda",0.0,0.0,1
"velasquezinn",0.0,0.0,1
"dsmoments",0.0,0.0,1
"kil_in_em",0.0,0.0,1
"truehooper____",0.0,0.0,1
"lexsolovely",0.0,0.0,1
"slimi7",0.0,0.0,1
"marinalundstedt",0.0,0.0,1
"rosemarie_libonati73",0.0,0.0,1
"33entrepreneurs",0.0,0.0,1
"erionshahini",0.0,0.0,1
"federico_mancin",0.0,0.0,1
"crisnikolaus",0.0,0.0,2
"juliotapiaphotography",0.0,0.0,1
"auralisanura",0.0,0.0,1
"pruchalk700852",0.0,0.0,1
"californiarepublicluvya",0.0,0.0,1
"pieroventura",0.0,0.0,1
"ducatimilano",0.0,0.0,1
"beabhbraga",0.0,0.0,2
"absolut_hu",0.0,0.0,1
"suellenvm",0.0,0.0,1
"talita_andres",0.0,0.0,1
"alejaspaghetty",0.0,0.0,1
"ramita___",0.0,0.0,1
"merchantsofbeverage",0.0,0.0,1
"milana_james",0.0,0.0,1
"factoryfede",0.0,0.0,2
"01sylvia",0.0,0.0,1
"annakohana",0.0,0.0,1
"majaratkovic",0.0,0.0,2
"maugiallo",0.0,0.0,1
"igcapturesclub",0.0,0.0,1
"projectxfoto",0.0,0.0,1
"anitabassino",0.0,0.0,1
"gio_ammore",0.0,0.0,2
"olivuccimarika",0.0,0.0,1
"lemondefeminindemelissa",0.0,0.0,1
"simhitz88",0.0,0.0,1
"_cieffe_",0.0,0.0,1
"_danixu_",0.0,0.0,1
"michell_keys",0.0,0.0,1
"nuri_ing",0.0,0.0,1
"danielcoopermusic",0.0,0.0,1
"piano_and_hands",0.0,0.0,1
"silversurferswede",0.0,0.0,1
"an_dino",0.0,0.0,1
"ga_bri_1979",0.0,0.0,1
"dollygeister",0.0,0.0,1
"vincentcorver",0.0,0.0,1
"mrzpro",0.0,0.0,1
"milano_life",0.0,0.0,1
"maucami",0.0,0.0,1
"buckarooosauce",0.0,0.0,1
"adamcarpet",0.0,0.0,2
"alessia_baldari",0.0,0.0,2
"sp0iledbrat_",0.0,0.0,1
"ilariasamm",0.0,0.0,1
"eliananegroni",5,0.0,1
"irenkahappiness",0.0,0.0,1
"dolcedana",0.0,0.0,1
"tecla_bk",0.0,0.0,5
"hannari_dos",0.0,0.0,1
"vintagemvg",0.0,0.0,1
"cayman69",0.0,0.0,1
"sleepyprincessa",0.0,0.0,1
"idriscelik",0.0,0.0,1
"chiavilla85",0.0,0.0,1
"jrkarts",0.0,0.0,1
"juansebastianf",0.0,0.0,1
"previsao_do_surf",0.0,0.0,2
"jusaad1",0.0,0.0,1
"t_al",0.0,0.0,1
"sofia_mancino",0.0,0.0,1
"bestmemories_vd",0.0,0.0,1
"gry_ea",0.0,0.0,1
"brettlynncapen",0.0,0.0,1
"ateresar",0.0,0.0,2
"irenescr",0.0,0.0,1
"biancamanfredinii",0.0,0.0,1
"beatalabea_",0.0,0.0,1
"carol1286",0.0,0.0,1
"admaiorasemper_",0.0,0.0,1
"melle_jolie",0.0,0.0,1
"carmen_sirone",0.0,0.0,1
"elerusan",0.0,0.0,1
"cristiana.stradella",0.0,0.0,1
"valentina.foltran02",0.0,0.0,1
"samanthakhantihsler",0.0,0.0,1
"desy_fichera",0.0,0.0,1
"drelalen28ter_otlecd",0.0,0.0,1
"beatricebuzzi",0.0,0.0,1
"louise_emb",0.0,0.0,1
"arch_amp",0.0,0.0,1
"robertamalvoni",0.0,0.0,1
"neda.kh67",0.0,0.0,1
"_stevehouse",0.0,0.0,1
"iriririiii",0.0,0.0,1
"francescacaddeo",0.0,0.0,1
"bruna_cast",0.0,0.0,1
"giulia_viviani",0.0,0.0,1
"ladyrenee_",0.0,0.0,1
"thecookinggurl",0.0,0.0,1
"luisagiannini12",0.0,0.0,1
"luljetahasani",0.0,0.0,1
"meenoll",0.0,0.0,1
"bonjour_julia_",0.0,0.0,1
"lawbud",0.0,0.0,1
"fighedidomani",0.0,0.0,1
"stemarra89",0.0,0.0,1
"foodfoodylove",0.0,0.0,1
"stefaniatutti",0.0,0.0,1
"_pic_nik_",0.0,0.0,1
"kidd_ok",0.0,0.0,1
"giacomo_croppo",0.0,0.0,1
"hannahellen7",0.0,0.0,1
"francycgn",0.0,0.0,1
"brenosasouza",0.0,0.0,1
"bebachic70",0.0,0.0,1
"jos_ch",0.0,0.0,1
"javi.md",0.0,0.0,1
"alexnf15",0.0,0.0,1
"donara_mika",0.0,0.0,1
"lenaumnova",0.0,0.0,1
"cotonetbois",0.0,0.0,1
"lali_of_the_lill_new_book",0.0,0.0,1
"lali_of_the_lill_book_series",0.0,0.0,1
"faget_x",0.0,0.0,1
"adela_utikalova",0.0,0.0,1
"robertacittadino",0.0,0.0,1
"ilpistacchietto",0.0,0.0,1
"figures4introduces",0.0,0.0,1
"distinct_presents",0.0,0.0,1
"cupcakestylist",0.0,0.0,1
"aleciaramella92",0.0,0.0,1
"ginevrajin",0.0,0.0,1
"erikafarinea",0.0,0.0,1
"azade.136586",0.0,0.0,1
"mericvhr",0.0,0.0,1
"mohamad_soueid",0.0,0.0,1
"vmcrva",0.0,0.0,1
"interior_marble_organizer",0.0,0.0,1
"aybkecural",0.0,0.0,1
"giorgia9793",0.0,0.0,1
"2000maeva",0.0,0.0,1
"opidred22nis_otlecd",0.0,0.0,1
"instructions3code",0.0,0.0,1
"cozinhadapri",0.0,0.0,1
"rainbinder22set_ikersy",0.0,0.0,1
"fraud_mallu",0.0,0.0,1
"lucynicky_insmomentipiubelli",0.0,0.0,3
"kimberlyt0125",0.0,0.0,1
"max_cucinasms",0.0,0.0,1
"tee.ak",0.0,0.0,1
"cldbnf",0.0,0.0,1
"stefano22268",0.0,0.0,2
"freshsimplecooking",0.0,0.0,1
"karenbkamelr",0.0,0.0,1
"amity_and_dauntless",0.0,0.0,1
"laangela84",0.0,0.0,1
"oibaf_02_02",0.0,0.0,1
"tizianadeste",0.0,0.0,1
"claudiacovellimt",0.0,0.0,1
"emape_92",0.0,0.0,1
"jlepucci",0.0,0.0,1
"annacgunn",0.0,0.0,1
"itsmeylenias",0.0,0.0,1
"_n_joly",0.0,0.0,1
"zorinamargarita",0.0,0.0,1
"legendarydobby",0.0,0.0,1
"soultasting",0.0,0.0,1
"ciaomischa",0.0,0.0,1
"giorgiacestariolo",0.0,0.0,1
"nali_basso",0.0,0.0,1
"camybottom",0.0,0.0,1
"mechivallons",0.0,0.0,1
"kathie.lane.m",0.0,0.0,1
"r_ace",0.0,0.0,1
"nouraiskander",0.0,0.0,1
"akku_chikkooo48",0.0,0.0,1
"sabrinafiengo",0.0,0.0,1
"sa_gy",0.0,0.0,1
"its_islet",0.0,0.0,1
"tnxlouis",0.0,0.0,1
"mary_giovy_95",0.0,0.0,1
"annabartolo",0.0,0.0,1
"maddieiscrafty",0.0,0.0,1
"gi_i_fashionillustration",0.0,0.0,1
"dietsofia",0.0,0.0,1
"cursor8media",0.0,0.0,1
"bourbonbabes",0.0,0.0,1
"albert_porte",0.0,0.0,1
"jamal_sky_walker",0.0,0.0,1
"i_verg",0.0,0.0,1
"sophia_brady",0.0,0.0,1
"agabobicz",0.0,0.0,1
"a7mad.s3eed",0.0,0.0,1
"harmless1hints",0.0,0.0,1
"covering9imposes",0.0,0.0,1
"kasandra_gold",0.0,0.0,1
"rigaaaaaasss_98",0.0,0.0,1
"mariannapolly",0.0,0.0,1
"_sasi92",0.0,0.0,1
"greenandhealthyeating",0.0,0.0,1
"detroit1344",0.0,0.0,1
"krasivashopping",0.0,0.0,1
"nico_medus",0.0,0.0,1
"not_a_loner_ninja_anymore",0.0,0.0,1
"giuliromi",0.0,0.0,1
"mariazoemarko",0.0,0.0,1
"almanedzad",0.0,0.0,1
"h8j8k",0.0,0.0,1
"may_alon1",0.0,0.0,1
"ana.surma",0.0,0.0,1
"_doaaa",0.0,0.0,1
"hxydn_",0.0,0.0,1
"loner_ninja",0.0,0.0,1
"jannik_rother",0.0,0.0,1
"voevoe89",0.0,0.0,1
"a__schumacher",0.0,0.0,1
"stacy_romer",0.0,0.0,1
"suzanebrasil",0.0,0.0,1
"2f_photo",0.0,0.0,1
"angelafranceschetti",0.0,0.0,1
"_pop_art_forever_",0.0,0.0,1
"brave_american_brothers",0.0,0.0,1
"shane_ryan92",0.0,0.0,1
"julie0110",0.0,0.0,2
"gulvicelep",0.0,0.0,1
"federicaferrarese",0.0,0.0,1
"mkhyunmo",0.0,0.0,1
"br655bf",0.0,0.0,1
"9alessandro6",0.0,0.0,1
"feriel_az",0.0,0.0,1
"insta_silvis",0.0,0.0,1
"k9c",0.0,0.0,1
"alvertatbarnesu019",0.0,0.0,1
"kartikadharma",0.0,0.0,1
"_mari.ma",0.0,0.0,1
"kat.jaramillo",0.0,0.0,1
"beppino_takino",0.0,0.0,2
"emiddio_tortora",0.0,0.0,1
"calli_banks",0.0,0.0,1
"latacobaj",0.0,0.0,1
"lifestylephilosophy",0.0,0.0,1
"psichederika",0.0,0.0,1
"silviettasilviasgro",0.0,0.0,1
"e_mane87",0.0,0.0,1
"victoria_wrd_",0.0,0.0,1
"luciadm81",0.0,0.0,1
"4k3music",0.0,0.0,1
"chouxvely",0.0,0.0,1
"jusyi",0.0,0.0,1
"supertrampfede",0.0,0.0,1
"nawaf07668",0.0,0.0,1
"themiiniqueen",0.0,0.0,1
"olivia_ziolkowska",0.0,0.0,1
"daniswim2001",0.0,0.0,1
"dzeila",0.0,0.0,1
"grupojovennazarenogibra",0.0,0.0,1
"lorenus_guerrera",0.0,0.0,1
"shashank18_directioner",0.0,0.0,1
"fadi_e",0.0,0.0,1
"polianelopes33",0.0,0.0,1
"av.20",0.0,0.0,1
"aux_barber",0.0,0.0,1
"katerina.laz",0.0,0.0,1
"gtfooh.24",0.0,0.0,1
"elena_licata",0.0,0.0,1
"eleonorabelviso",0.0,0.0,1
"giogazza",0.0,0.0,1
"effe_j",0.0,0.0,1
"camil.s",0.0,0.0,1
"kimberlyrocchi",0.0,0.0,1
"guadajackson",0.0,0.0,1
"bleek_b00y121",0.0,0.0,1
"crepesallanutellabianca",0.0,0.0,1
"quluzade_z",0.0,0.0,1
"yoppyyy49",0.0,0.0,1
"frascafresca",0.0,0.0,1
"lamodadichiparlacomemangia",0.0,0.0,1
"missionhotbod",0.0,0.0,1
"strawberry_94a",0.0,0.0,1
"my_triphands",0.0,0.0,1
"abruzzocreativo",0.0,0.0,1
"mindyohi",0.0,0.0,1
"jojo811026",0.0,0.0,1
"cavallino_reforma",0.0,0.0,1
"masserialachiusa",0.0,0.0,1
"lav_anasta",0.0,0.0,1
"homa_ufa",0.0,0.0,1
"olinczi",0.0,0.0,1
"ashley_ashlyn",0.0,0.0,1
"lisa.detweiler.b",0.0,0.0,1
"officialvegandreamerin",0.0,0.0,1
"yavi_moves",0.0,0.0,1
"edvegas",0.0,0.0,1
"stopmycraving",0.0,0.0,1
"ashleygriffin3",0.0,0.0,1
"eat.pray.squat",0.0,0.0,1
"mariacristinastumpo",0.0,0.0,1
"oghmardred17to_otlecd",0.0,0.0,1
"tennalindgaard",0.0,0.0,1
"djuls_kr",0.0,0.0,1
"camillametrangolo",0.0,0.0,1
"michelepinnathetrianglerecords",0.0,0.0,1
"isti_ulfah",0.0,0.0,1
"pancini82",0.0,0.0,1
"matti2006",0.0,0.0,1
"kylebergen",0.0,0.0,1
"merryxoisis",0.0,0.0,1
"maxthelabs",0.0,0.0,1
"__agnese__82",0.0,0.0,1
"mlle_anni",0.0,0.0,1
"annie_ali_",0.0,0.0,1
"mybakingpan",0.0,0.0,1
"ivyyihsing",0.0,0.0,2
"scuscusere",0.0,0.0,1
"jtriggiani",0.0,0.0,1
"shabat",0.0,0.0,1
"ilaaa_91",0.0,0.0,1
"paolabert",0.0,0.0,1
"ichrakalba8889",0.0,0.0,1
"valentina8790",0.0,0.0,1
"_ilariatorre_",0.0,0.0,1
"agnese_arcangeli",0.0,0.0,1
"weba77",0.0,0.0,1
"divadbate",0.0,0.0,1
"marytumbarello",0.0,0.0,1
"flaveroma92",0.0,0.0,2
"profumella_robydragon",0.0,0.0,1
"stephanie_rangel",0.0,0.0,1
"marisoleney",0.0,0.0,1
"federica_strusi",0.0,0.0,1
"_nene_nene_",0.0,0.0,1
"ericaweasley",0.0,0.0,1
"top.comedy",0.0,0.0,1
"lindaciardi",0.0,0.0,1
"ileniarodio",0.0,0.0,1
"britneygodneyspears",0.0,0.0,1
"laauratocchio",0.0,0.0,1
"_susly",0.0,0.0,1
"keiko9418",0.0,0.0,1
"hello_mary_lou_",0.0,0.0,1
"thekarla",0.0,0.0,1
"saraeccel",0.0,0.0,1
"dontlesyeuxcharmantpaysage",0.0,0.0,1
"iftodaywasyourlastday_",0.0,0.0,1
"informacibo",0.0,0.0,1
"silviatara",0.0,0.0,1
"lastessadisempre",0.0,0.0,1
"vince_rayda1",0.0,0.0,1
"_alessia_90_",0.0,0.0,2
"ele_1106",0.0,0.0,1
"irene_bosu",0.0,0.0,1
"ilariabertozzi",0.0,0.0,1
"orny_118",0.0,0.0,1
"mariaeugeniafracassa",0.0,0.0,1
"a__________r",0.0,0.0,1
"sharpina95",0.0,0.0,1
"claoudia",0.0,0.0,1
"giorgia_infinito_",0.0,0.0,1
"albyusle",0.0,0.0,1
"mrghe",0.0,0.0,1
"kearlyisagirl",0.0,0.0,1
"sim0nina_",0.0,0.0,1
"mattiabarbi",0.0,0.0,1
"infinitedream1983",0.0,0.0,1
"miriamlombardi9",0.0,0.0,1
"luanalombardi91",0.0,0.0,1
"medvedewakarina",0.0,0.0,1
"monicaimprezzabile",0.0,0.0,1
"francescapistara",0.0,0.0,1
"toniatun_",0.0,0.0,1
"_berenix",0.0,0.0,1
"tsu_good",0.0,0.0,1
"van_0291",0.0,0.0,1
"chiara_adelfio",0.0,0.0,1
"_colorfuldaisy_",0.0,0.0,1
"jesssinwonderland",0.0,0.0,1
"cinus17",0.0,0.0,1
"nikocio",0.0,0.0,1
"kekka_palumbo",0.0,0.0,1
"fedesciarra93",0.0,0.0,1
"b.u.l.i",0.0,0.0,1
"francescaputz",0.0,0.0,1
"markopavone",0.0,0.0,1
"marti962",0.0,0.0,1
"veronicaalesci",0.0,0.0,1
"giuliaghe",0.0,0.0,1
"_a_riann_a_",0.0,0.0,1
"camillo___1986",0.0,0.0,1
"_giuli___a",0.0,0.0,1
"cristianafiletti",0.0,0.0,1
"takkins",0.0,0.0,1
"ladylilith__",0.0,0.0,1
"sullivan.lauren2014",0.0,0.0,1
"mary_smack",0.0,0.0,1
"bontempichiara",0.0,0.0,1
"virginiagalante",0.0,0.0,1
"nandosomma10",0.0,0.0,1
"danilagangemi",0.0,0.0,1
"maria.frediani",0.0,0.0,1
"tum_j",0.0,0.0,1
"lablondevoyage",0.0,0.0,1
"sida_m",0.0,0.0,1
"hey_greto",0.0,0.0,1
"veronicabellavia_",0.0,0.0,1
"meritadanaj",0.0,0.0,1
"aurospagnesi",0.0,0.0,1
"marwantilya",0.0,0.0,1
"mauvtina",0.0,0.0,1
"martiletizia_f",0.0,0.0,1
"claudiaasaro",0.0,0.0,1
"_marty95_",0.0,0.0,1
"franciiborrutina",0.0,0.0,1
"antonygranata92",0.0,0.0,1
"licibora91",0.0,0.0,1
